ï»¿number,song name,artist,year,genre,lyrics,view record,pic,Unnamed: 8
50,Dangerous woman,ariana grande ,2016,poprb,oh yeah dont need permiss made decis test limit caus busi god wit start finish dont need hold take control thi kind moment im lock load complet focus mind open got skin skin oh god dont stop boy somethin bout make feel like danger woman somethin bout somethin bout somethin bout make wanna thing shouldnt somethin bout somethin bout somethin bout nothin prove im bulletproof know im way movin like introduc us new thing wanna savor save later tast flavor caus im taker caus im giver onli natur live danger got skin skin oh god dont stop boy oh yeah somethin bout make feel like danger woman somethin bout somethin bout somethin bout make wanna thing shouldnt somethin bout somethin bout somethin bout girl wanna like bad girl underneath like know im feel insid somethin bout somethin bout girl wanna like bad girl underneath like know im feel insid somethin bout somethin bout somethin bout make feel like danger woman somethin bout somethin bout somethin bout make wanna thing shouldnt somethin bout somethin bout somethin bout girl wanna like bad girl underneath like know im feel insid know im feel insid babi somethin bout somethin bout girl wanna like bad girl underneath like know im feel insid somethin bout somethin bout somethin bout somethin bout somethin bout yeah somethin bout boy yeah somethin bout boy yeah somethin bout boy somethin bout somethin bout somethin bout,"706,462,145",https://drive.google.com/file/d/1i7jpLKHpgTbTLOquceU5ufZZ0MAFgAiO/view?usp=drive_link,
51,Position,ariana grande ,2020,poprb,heaven sent im hopin dont repeat histori boy im tryna meet mama sunday make lotta love monday ahah never need one els babe caus ill switchin posit cookin kitchen im bedroom im olymp way im jumpin hoop know love infinit nothin wouldnt wont switchin perfect perfect good true good true get tire runnin fuck im runnin wit said boy im tryna meet mama sunday make lotta love monday ahah never need one els babðµ caus ill switchin posit ah cookin thðµ kitchen im bedroom im olymp way im jumpin hoop know love infinit nothin wouldnt wont switchin cookin kitchen im bedroom bedroom im olymp way im jumpin hoop know love infinit nothin wouldnt wont switchin thi shit usual dont yeah kinda kinda want caus im im yeah im switch posit thi shit yeah usual dont dont kinda kinda want caus im switchin posit cookin kitchen im bedroom im olymp way im jumpin hoop know love infinit nothin wouldnt wont switchin cookin kitchen im bedroom im olymp way im jumpin hoop know love infinit nothin wouldnt wont switchin yeah ah yeah ah ah yeah,"541,089,957",https://drive.google.com/file/d/15w_b1Uk-JtklleV1Z2ANqe0x624vb4dm/view?usp=drive_link,
52,God is woman,ariana grande ,2018,poprb,love move love touch one said done youll believ god woman feel midnight feelin cant fight one linger done youll believ god woman dont wanna wast time yeah aint got onetrack mind yeah ani way like yeah tell know know want aint nobodi els relat boy like aint afraid babi lay let pray im tellin way like want thing told yeah tri come keep flourish yeah see univers im compani love move love touch one said done youll believ god woman feel midnight feelin cant fight one linger done youll believ god woman ill tell thing know babi take hand save soul make last take slow hmm tell know know want yeah differ rest boy confess might get bless see deserv come next im tellin way like want thing told yeah tri come keep flourish yeah see univers im compani love move love touch one said done youll believ god woman feel midnight feelin cant fight one linger done youll believ god woman yeah yeah yeah yeah god woman yeah one one said done youll believ god woman youll believ god god woman oh yeah god woman yeah one linger done youll believ god woman,"392,973,256",https://drive.google.com/file/d/1JuWnnQ-NLPgE7navoH2LgpYJufC5SbzW/view?usp=drive_link,
53,One Last Time,ariana grande ,2015,poprb,wa liar gave fire know shouldv fought least im honest feel like failur caus know fail shouldv done better caus dont want liar know know know give everyth boy couldnt give know know know got everyth got noth without one last time need one take home one time promis ill let go babi dont care got heart realli care wake arm one last time need one take home dont deserv know dont deserv stay minut swear ill make worth cant forgiv least temporarili know thi fault shouldv care know know know give everyth boy couldnt give know know know got everyth got noth without babi one last time need one take home one time promis ill let go babi dont care got heart realli care wake arm one last time need one take home know shouldv fought least im honest yeah stay minut swear ill make worth babe caus dont wanna without ya one last time need one take home babe one time promis ill let go babi dont care got heart babe realli care wake arm one last time need one take home yeah one last time need one take home,"363,535,925",https://drive.google.com/file/d/1FKV51PB-sMNd8oz6RpG0c1hre2Rq8RUt/view?usp=drive_link,
54,Mean It,lany lauv,2017,popalternative,small talk convers look make impati cant tell think pleas tell think last night fine tell chang mind chang mind caus im im im call answer would text feel like feel right im im im fall faster look heart doubt dont kiss right dont tell need dont show hous caught feel dont run round round dont build let let hey dont mess head dont tell fall feet still ledg im breath babi dont run round round dont kiss dont kiss right lip leav dont mean oh yeah know youv got palm hand love hand ohh yeah onli let hold cant yeah dont understand caus im im im call answer would text feel like feel right im im im fall faster look heart doubt dont kiss right dont tell need dont show hous caught feel dont run round round dont build let let hey dont mess head dont tell fall feet still ledg im breath babi dont run round round dont kiss dont kiss right lip leav dont mean hurri home let never leav hous dont mean let stay bed friend go dont mean whi let word come mouth dont mean youv stare heart doubt dont kiss right dont tell need dont show hous caught feel dont run round round dont build let let hey dont mess head dont tell fall feet still ledg im breath babi dont run round round dont kiss dont kiss right lip leav dont mean,"86,467,742",https://drive.google.com/file/d/13tnF-5-Szf4P1KQKjx9t858HsLBVEk_b/view?usp=drive_link,
55,Super Far,lany,2018,popalternative,night mind got think wanna stay give reason dont think dont think im love someon im sure love someon back way love dont think dont think dont mean wanna go leav leav heart alon wake noth super far home watch fall asleep night lay got beg affect roll eye broken ive enough thi love dont want give time cmon babe ten month know know know want dont think dont think make work hurt ill go show care god hope dont think dont mean good im gonna need littl wake noth super far home watch fall asleep night lay got beg affect roll eye broken ive enough thi love dont want friend keep say im way good heart invest dont wanna face truth im happi know still dont even tri broken ive enough thi love dont want wake noth super far home watch fall asleep night lay got beg affect roll eye broken ive enough thi love dont want friend keep say im way good heart invest dont wanna face truth im happi know still dont even tri broken ive enough thi love dont want,"82,600,543",https://drive.google.com/file/d/1mSMRejEkWnb1yo9d342WpaH5AxzkL7Y4/view?usp=drive_link,
56,Malibu Nights,lany,2019,popalternative,reason rhyme found blindsid feel ive never known im deal phone quiet wall bare drink sleep care one even ha know im deal got way much time thi hurt somebodi help get wors broken heart onc light fade everyth dark way much whiskey blood feel bodi give hold anoth night thi time yeah heavi thought get late put fragil state wish wasnt go home deal im pray enough im done dont believ love learn let go deal got way much time thi hurt somebodi help get wors broken heart onc light fade everyth dark way much whiskey blood feel bodi give hold anoth night thi time yeah drive circl street light noth seem clear mind cant forget get thi head drive chase malibu night noth seem heal mind cant forget got way much time thi hurt somebodi help get wors broken heart onc light fade everyth dark way much whiskey blood feel bodi give hold anoth night thi time yeah drive circl street light noth seem clear mind cant forget get thi head drive chase malibu night noth seem heal mind cant forget get thi head drive chase malibu night hey hey nana oh yeah,"78,828,497",https://drive.google.com/file/d/1W-Y97GrcJEVW7Zd1VgnKoDl19aH5Mgtl/view?usp=drive_link,
57,Thick And Thin,lany,2017,popalternative,late night eye fell floor im tri make sens lose patienc hand talk wont stop go war heat moment think broken could see whole life babi got think im crazi caus door one mistak say love wa realli love leav someth innoc thi end thought youd thick thin cant sleep cant eat mind mess think happi last weekend good time howd forget wa best friend yeah rememb said could see whole life babi got think im crazi caus door one mistak say love wa realli love leav someth innoc thi end thought youd thick thin thought youd thick thin thought youd thick thin thought youd thick thin said youd everyth said youd back anyth said youd everyth said youd back anyth door one mistak say love wa realli love leav someth innoc thi end thought youd thick thin door one mistak say love wa realli love leav someth innoc thi end thought youd thick thin said youd everyth said youd back anyth said youd everyth said youd back anyth,"32,668,917",https://drive.google.com/file/d/1W-Y97GrcJEVW7Zd1VgnKoDl19aH5Mgtl/view?usp=drive_link,
58,Good Girls,lany,2018,popalternative,danc line danger love could break overnight one like us insati insan equal exchang danc light canyon sun race everi wave go north 1 promis make still havent chang babi come back know way around heart dont start think thing kinda chang theyr differ know better noth better built togeth home find back california sleep light wont come turn come turn come turn come turn make love west side town could draw line top ground im selfless drunk could throw away caus want took littl time let em talk much good girl dont exist expect thi babi come back know way around heart dont start think thing kinda chang theyr differ arey know better noth better built togeth home find back california sleep light wont come turn come turn come turn come turn oohoohooh oohoohooh oohoohooh oohoohooh babi come back know way around heart dont start think thing kinda chang theyr differ know better noth better built togeth home find back california sleep light wont come turn oohoohooh come turn oohoohooh come turn oohoohooh come turn oohoohooh,"35,132,192",https://drive.google.com/file/d/1mSMRejEkWnb1yo9d342WpaH5AxzkL7Y4/view?usp=drive_link,
59,I Don't Wanna Love You Anymore,lany,2018,popalternative,use love sheet dark hair white miss watch get dress hazi bedroom light took coupl week last night final cri rememb us london chocol cover eye sick stare ceil howd chang mind like onli way get past thi feel tell comingback dont wanna love anymor dont wanna love anymor start never thought id say thi befor dont wanna love anymor got letter frame still shelf one left bed town sick stare ceil howd chang mind like onli way get past thi feel tell come back dont wanna love anymor dont wanna love anymor start never thought id say thi befor dont wanna love anymor dont wanna love anymor dont wanna love anymor cant forget way felt walk door dont wanna love anymor sometim wanna talk minut cant bring call becaus know heart realli whatev gone sometim wanna talk minut cant bring call becaus know heart realli whatev gone dont wanna love anymorei dont wanna love anymor start never thought id say thi befor dont wanna love anymor dont wanna love anymor talk minut dont wanna love anymor cant forget way felt walk door dont wanna love anymor,"24,586,082",https://drive.google.com/file/d/1W-Y97GrcJEVW7Zd1VgnKoDl19aH5Mgtl/view?usp=drive_link,
60,Thru These Tears,lany,2018,popalternative,thi hurt like hell keep tell gonna get better take forev tri go everi time leav hous someth remind meof behind everi day let go littl bit morein end im gonna alright might take hundr sleepless night make memori disappear right cant see noth tear control thought convinc loss realli mean im start believ caus everi day let go littl bit end im gonna alright might take hundr sleepless night make memori disappear right cant see noth tearsout sight mind might take somebodi els night make feel like never right cant see noth tear said wa got closer cri shoulder goodby end im gonna alright might take hundr sleepless night make memori disappear right cant see noth tear sight mind might take somebodi els nightto make feel like never right cant see noth tear drive home empti highwayi thought hit brake wa clear right cant see noth tear,"21,817,039",https://drive.google.com/file/d/1W-Y97GrcJEVW7Zd1VgnKoDl19aH5Mgtl/view?usp=drive_link,
61,Ilysb,lany,2014,popalternative,aint never felt thi way cant get enough stay like got big plan let drive around town hold hand need know onli one alright alright need know keep night night oh heart hurt good love babe bad bad oh oh heart hurt goodi love babe bad bad mad cool cloth mad warm get close slow danc summer night disco ball kitchen light need know nobodi could take place place need know im hella obsess face face oh heart hurt good love babe bad bad oh oh heart hurt good love babe bad bad oh oh heart hurt good love babe bad bad oh need know onli one alright alright need know keep night night oh heart hurt good love babe bad bad oh oh heart hurt good love babe bad bad ohso bad oh oh heart hurt oh heart hurt oh heart hurt bad oh,"45,121,913",https://drive.google.com/file/d/1mSMRejEkWnb1yo9d342WpaH5AxzkL7Y4/view?usp=drive_link,
62,You!,lany,2015,popalternative,like water desert imposs find found wa broken put back togeth gave life like flower concret beauti rare gave hope wa empti walk fire sun moon ocean paint blue im noth without without without like angel nightmar open eye look wrong place one need thi whole time sun moon ocean paint blue im noth without without without light dark arrow heart im noth without oh oh im noth without oh oh im noth without oh oh im noth without im noth without im noth without im noth without im noth without air lung vein blood yeah im noth without sun moon ocean paint blue im noth without without without light dark arrow heart im noth without oh oh im noth without oh oh im noth without oh oh im noth without,"17,028,197",https://drive.google.com/file/d/13tnF-5-Szf4P1KQKjx9t858HsLBVEk_b/view?usp=drive_link,
63,Good Guys,lany,2019,popalternative,wanna call tell feel might scare away get real wont text back coupl hour realli wanna bring flower im gonna hold hand ask wanna danc take home know wanna give everyth show im southern gentleman wanna let good guy good guy never win wanna one call anyth need anyth wanna let good guy good guy never win stay late dont hear back alway wonder youv dont ask one want dont wanna share talk someon els act like dont care im gonna hold hand ask wanna danc take home know wanna give everyth show im southern gentleman wanna let good guy good guy never win wanna one call anyth need anyth wanna let good guy good guy never win im gonna play cool til know want im gonna play cool til know want wanna give everyth show im southern gentleman wanna let good guy good guy never win wanna one call anyth need anyth wanna let good guy good guy never win im gonna play cool til know want im gonna play cool til know want im gonna play cool til know want,"10,681,138",https://drive.google.com/file/d/13tnF-5-Szf4P1KQKjx9t858HsLBVEk_b/view?usp=drive_link,
64,I always wanna die sometimes,the 1975,2018,poprock,bet thought life would chang sat train memori sceneri thing said never realli meant build high say goodby becaus death wont happen happen famili friend pretend alway wanna die sometim alway wanna die sometim win lose sing blue point buy concretesho refus alway wanna die sometim alway wanna die sometim alway wanna die oh geographi face collaps entropi hardli speak tri noth squeak video live room small cant surviv tri alway wanna die sometim alway wanna die alway wanna die alway wanna die alway wanna die alway wanna die alway wanna die alway wanna die sometim sometim sometim sometim sometim alway wanna die alway wanna die alway wanna die alway wanna sometim,"14,981,476",https://drive.google.com/file/d/1sQMmJiXBNIC0u56lpVs9fwd8br2eOvHh/view?usp=drive_link,
65,Somebody Else,the 1975,2016,poprock,heard found somebodi els first thought wa lie took thing make sound rest without dont want bodi hate think somebodi els love ha gone cold intertwin soul somebodi els im look look phone leav somebodi els dont want bodi im pictur bodi somebodi els dont want bodi dont want bodi dont want bodi dont want bodyi dont want bodi dont want bodi dont want bodi dont want bodi cmon babi know thi aint last time ill see face cmon babi know said youd find someon take place dont believ got caus gonna keep everi time start believ anyth say im remind gettin dont want bodi hate think somebodi els love ha gone cold intertwin soul somebodi els im look look phone leav somebodi els dont want bodi im pictur bodi somebodi els dont want bodi dont want bodi dont want bodi dont want bodi dont want bodi dont want bodi dont want bodi dont want bodi get someon love get someon need fuck get money cant give soul caus never alon get someon love get someon need fuck get money cant give soul caus never alon get someon love get someon need fuck get money cant give soul caus never alon get someon love get someon need fuck get money cant give soul caus never alon dont want bodi hate think somebodi els love ha gone cold intertwin soul somebodi els im look look phone leav somebodi els dont want bodi im pictur bodi somebodi els,"80,468,550",https://drive.google.com/file/d/1Qu0cRVl0_dUHT-Iv-kgW26rW37dzzbi6/view?usp=drive_link,
66,Robbers,the 1975,2013,poprock,face straight magazin god onli know youll never leav balaclava start chafe get hi gun beg babe stay stay stay stay stay ill give one time well give one fight said one line know never shoot youll never know never eat youll never grow youv got pretti kind dirti face leav home beg stay stay stay stay stay ill give one time well give one fight said one line therel riot caus know well youv got gun much harder polic come ill shoot ask take mask youd find everyth gone wrong everybodi dead theyr drive past old school got hi gun got hi suit say babe look cool look cool look coolyou look cool look cool look cool,"93,713,251",https://drive.google.com/file/d/1YZBMpwed6WOLjP5YANdtzb1KIxB9wkXS/view?usp=drive_link,
67,3:00 AM,finding hope,2017,electronicambient,babi 300 mind first time weve gone thi want cant help think could babi could tell babi could tell could tell much care im despair still tell tell make thi work make thi work caus babi find way im sure thi love wont stray give chanc say love need stay fade away like everi day reason lie awak babi 300 mind first time weve gone thi want cant help think could babi could tell babi could tell could tell much care im despair still tell tell make thi work make thi work oh oh,"81,088,998",https://drive.google.com/file/d/1fRXtUsBaLscHIOVjCinbdLXOdDAtS0dr/view?usp=drive_link,
68,Love,finding hope,2017,electronicambient,love ooh ive said befor ill say wish friend know love way dress know love style everi moment im cant help smile ive thought befor ill think stop play pretend wish would make mind let love well alright know cant keep chase dont feel way feel know cant keep chase babe case know love ooh,"24,663,033",https://drive.google.com/file/d/1fRXtUsBaLscHIOVjCinbdLXOdDAtS0dr/view?usp=drive_link,
69,Paths,finding hope,2017,electronicambient,static radio miss exit mile ago life feel like lone road im noth like wa befor push pull make point fall away onli found disappoint wild blue sky cant escap broken path lead back cant accept thought fade came home even though could move know hope came home cant far long everi path lead back back back back back back back back im everi influenc thi aint make ani sens smoke fall heavi thi room blank face anxieti im miss came home even though could move know hope came home came home cant far long everi path lead back back back back back back back back gotta gotta get back lover noth gotta gotta get back lover noth noth,"439,929",https://drive.google.com/file/d/1fRXtUsBaLscHIOVjCinbdLXOdDAtS0dr/view?usp=drive_link,
70,Where,finding hope,2017,electronicambient,see whi wa left cuz im like child feel lost empti see eye like im stand limbo onli tell whi instead guess thi window go go babi shouldv known shouldv known late youv act real funni keep someth go come go go go go go go go go go go go go go go end night wish could hear voic thi kill insid wish could choic feel alway right id rejoic girl ive got noth hide onli could make nois go go babi shouldv known known late youv act real funni keep someth goin come go go go go go go go go go go go go go go go go babi youv act real funni go keep someth go go,"3,715,477",https://drive.google.com/file/d/1fRXtUsBaLscHIOVjCinbdLXOdDAtS0dr/view?usp=drive_link,
71,Without You,finding hope,2020,electronicambient,thi feel like lone though im afraid know wont without im far home im sure go never want hurt want hurt left cold feel like lone though im afraid know okay without im far home im sure go never want hurt want hurt left cold,"35,246,396",https://drive.google.com/file/d/1fRXtUsBaLscHIOVjCinbdLXOdDAtS0dr/view?usp=drive_link,
72,Starboy,the weeknd,2016,popelectronic,im tryna put worst mood ah p1 cleaner church shoe ah milli point two hurt ah red lambâ teas ah none toy leas ah made whole year week yah main bitch leagu ah side bitch leagu ah hous empti need centerpiec 20 rack tabl cut eboni cut ivori skinni piec clean face man love babi talk money need hear aid talk bout dont see shade switch style take ani lane switch cup kill ani pain look youv done iâm motherfuckin starboy look youv done im motherfuckin starboy everi day nigga tri test ah everi day nigga tri end ah pull roadster sv ah pocket overweight gettin hefti ah come king far cri ah come aliv fall time competit dont realli listen iâm blue mulsann bump new edit hous empti need centerpiec 20 rack tabl cut eboni cut ivori skinni piec clean face man love babi talk money need hear aid talk bout donât see shade switch style take ani lane switch cup kill ani pain look youv done iâm motherfuckin starboy look youv done im motherfuckinâ starboy let nigga brag pitt legend fall took year like bandit bought mama crib brand new wagon hit groceri shop look lavish star trek roof wraith khan girl get loos hear thi song 100 dash get close god dont pray love pray car,"2,011,726,457",https://drive.google.com/file/d/1OV1Bjw6jiUwa84MOez7xiWIJ5IBZp8kS/view?usp=drive_link,
73,Save Your Tears,the weeknd,2021,poprb,ooh nana yeah saw danc crowd room look happi im saw caught surpris singl teardrop fall eye dont know whi run away ill make cri run away couldv ask whi broke heart couldv told fell apart walk past like wasnt pretend like didnt care dont know whi run away ill make cri run away take back caus wanna stay save tear anoth save tear anoth day save tear anoth day made think would alway stay said thing never say yeah broke heart like someon mine wont love second time dont know whi run away oh girl said ill make cri run away girl take back caus wanna stay save tear anoth realiz im much late deserv someon better save tear anoth day ooh yeah save tear anoth day yeah dont know whi run away ill make cri run away save tear anoth day ooh girl ah said save tear anoth day ah save tear anoth day ah save tear anoth day ah,"1,586,349,988",https://drive.google.com/file/d/1QozXJdHg92konOFPMwIHpGtwgA-qbYbW/view?usp=drive_link,
74,Die For You,the weeknd,2023,rb,im findin way articul feel im goin cant say dont love caus love yeah hard commun thought hold tonight im gon let know let tell truth babi let tell truth yeah know im thinkin see eye hate want hate cri scare lone special night im scare ill miss happen everi time dont want thi feelin cant afford love tri find reason pull us apart aint workin caus perfect know worth cant walk away oh even though go make feel alon know would die babi would die yeah distanc time us itll never chang mind caus babi would die babi would die yeah im find way manipul feelin goin babi girl im blamin dont blame yeah caus cant take thi pain forev wont find one better caus im right babe think im right babe know im thinkin see eye hate want hate cri aint workin caus perfect know worth cant walk away oh even though go make feel alon know would die babi would die yeahr distanc time us itll never chang mind caus babi would die babi would die yeah would die would lie keep real would kill babi im sayin yeah would die would lie keep real would kill babi nanana nanana nanana even though go make feel alonejust know would die babi would die yeah distanc time us itll never chang mind caus babe would die babi would die yeah babe die,"1,360,013,057",https://drive.google.com/file/d/1OV1Bjw6jiUwa84MOez7xiWIJ5IBZp8kS/view?usp=drive_link,
75,Reminder,the weeknd,2023,rb,record man play song radio busi tryna find blueey soul let black hair grow weed smoke swear much regular gon let hit fli gon let go aint xo gotta go new award kid show talkin bout face numbin bag blow im like goddamn bitch teen choicegoddamn bitch bleach boy whip game make nigga understand though got hannib silenc lambo hit ga hard make rotat rotat nigga blew like propan propan rb nigga lame got sweet asian chick go low mane lo mein oh oh oh know know na na na na na know know know oh oh oh know know know na na na na na everi time tri forget ill right remind know know pow pow know know oh yeah said im tryna swim somethin wetter ocean fade doubl cup im mixin potion wanna make money make dope shit seem like nigga tryna sound like old shit everybodi know nigga know platinum mixtap sippin codein pour trophi rollin til nose bleed ima keep singin im burnin og nigga get make money alon rock chain around neck makin sure im gettin home travel round globe make coupl mil show come back citi fuck everi girl know use walk around slouch mattress floor shit straight eatin day tryna lose weight good sex well sweat hotel bedspr well wear aint gotta tell caus know oh oh oh know know na na na na na know know know oh oh oh know know know na na na na na everi time tri forget tri forget ill right remind hey know know pow pow know know know whi dont shake somethin shake somethin dont break nothin break nothin babi girl wont work somethin work somethin dont hurt nothin hurt nothin babi girl wont shake somethin shake somethin dont break nothin break nothin break babi girl wont work somethin work somethin work dont hurt nothin hurt nothin caus know know noman yeah know man oh oh oh na na na na na oh oh oh na na na na na oh oh oh na na na na na oh oh oh na na na na na,"447,156,328	",https://drive.google.com/file/d/1OV1Bjw6jiUwa84MOez7xiWIJ5IBZp8kS/view?usp=drive_link,
76,You Right,the weeknd,2021,rb,got man want got man want nerv dick makin think bout someon new know got much say tri hide face dont work see want get wit right right got guy cant help want said right got guy cant help want cant stop look way caus know could babe never feel youd thinkin bout everi day dont believ fairytal got fantasi tryna sheet top act like deepboy take tell bout realli feel bound cant tell one know got man want got man want nerv dick makin think bout someonenew know got much say tri hide face dont work see want get wit right right got guy right right cant help want said right got guy right right cant help want girl want like want feel energi ooh yeah top oh yeah know man aint controllin still hesit ooh caus chose loyalti oh yeah know histori met befor peak hey hey connect woman use butbutbut thi sex cloud memori coupl stroke put youll belong got man want got man want oh nerv dick makin think bout someon new know got much say tri hide face dont work see want get wit yeah yeah yeah yeah yeah right right got guy right right cant help want said right got guy right right cant help want,"419,812,828",https://drive.google.com/file/d/1CBK79YT3QLRuZ04vxn5T8VXienJwrWcn/view?usp=drive_link,
77,Take My Breath,the weeknd,2021,poprb,saw fire eye saw fire look eye tell thing wanna tri uh know temptat devil disguis risk feel aliv oh yeah offer like sacrific said thi time tell love bring light like dream feel love edg fantasi okay suddenli babi say take breath away make last forev babe never babe ah take breath away nobodi doe better babe bring close want hold tight pull close feel heat thigh uh say way young end life huh girl dont wanna one pay price ooh like dream feel lovesto edg fantasi okay suddenli babi say take breath away make last forev babe never babe ah take breath away nobodi doe better babe bring close heaven babe uh take breath oh ohooh theyll see ohooh ooh yeah say ohoh ohoh ohoh ohoh ohoh ohoh ohoohoh take breath away take breath away make last forev babe never babe ah take breath away take breath away nobodi doe better babe bring close heaven babe take breath take breath breath away nobodi take breath take breath breath away nobodi doe better babe bring close heaven babe uh,"287,692,761",https://drive.google.com/file/d/1fBvLbQIPxP4BTAabGAHQYOvj1WW2Q5DC/view?usp=drive_link,
78,In My Blood,shawn mendes,2018,poprock,help like wall cave sometim feel like give cant isnt blood lay bathroom floor feel noth im overwhelm insecur give someth could take eas mind slowli drink youll feel better take home youll feel better keep tell get better doe ever help like wall cave sometim feel like give medicin strong enough someon help im crawl skin sometim feel like give cant isnt blood isnt blood im look phone feel anxiou afraid alon hate thi im tryna find way chill cant breath oh somebodi could help like wall cave sometim feel like give medicin strong enough someon help im crawl skin sometim feel like give cant isnt blood isnt blood oh need somebodi need somebodi someon help need somebodi help like wall cave sometim feel like give cant isnt blood isnt blood oh oh oh oh oh isnt blood need somebodi isnt blood need somebodi isnt blood,"354,106,270",https://drive.google.com/file/d/10pDgXJkc2TsGNspb_1Ub5PAAGQibe3DM/view?usp=drive_link,
79,Stitches,shawn mendes,2015,pop,thought id hurt befor one ever left quit thi sore word cut deeper knife need someon breath back life got feel im go know ill make aliv quit call lover move watch bleed cant breath shake fall onto knee im without kiss ill need stitch trip ach beg come help im without kiss ill need stitch like moth drawn flame oh lure couldnt sens pain bitter heart cold touch im gonna reap sow im left see red got feel im go know ill make aliv quit call lover move watch bleed cant breath shake fall onto knee im without kiss ill need stitch trip ach beg come help im without kiss ill need stitch needl thread gotta get outta head needl thread gonna wind dead needl thread gotta get outta head needl thread gonna wind dead gonna wind dead needl thread gotta get outta head gotta get outta head needl thread gonna wind dead wind dead needl thread gotta get outta head get outta head watch bleed cant breath shake fall onto knee fall knee im without kiss without ill need stitch ill need stitch trip ach beg come help beg babi pleas im without kiss ill need stitch im without kiss ill need stitch im without kiss ill need stitch,"1,570,180,171",https://drive.google.com/file/d/13pjWXq3DwrMZG5p1RoEIlO5bkRKPByHq/view?usp=drive_link,
80,Treat You Better,shawn mendes,2016,pop,wont lie know right tell im see face say one want spend time thi wrong situat anytim want stop know treat better ani girl like deserv gentleman tell whi wast time wast cri instead know treat better better ill stop time second say youd like wanna give love miss babi wake would everyth need thi could differ tell want caus know treat better ani girl like deserv gentleman tell whi wast time wast cri instead know treat better better better give sign take hand well fine promis wont let know dont thi alon promis ill never let caus know treat better ani girl like deserv gentleman tell whi wast time wast cri instead know treat better better oh better better,"2,406,985,818",https://drive.google.com/file/d/1PVr_qz3i1TFQvsAWStK8oxXdJoa5Yyfq/view?usp=drive_link,
81,Lost In Japan,shawn mendes,2018,popfunk,itd take one flight wed time zone look timelin see rainbow got idea know sound crazi wanna see ya oh gotta ask got plan tonight im coupl hundr mile japan wa think could fli hotel tonight caus iii cant get mind cant get mind cant get mind oh could feel tension could cut knife know friendship hear think bout yeah gotta convinc shouldnt fall asleep itll onli coupl hour im leav got plan tonight im coupl hundr mile japan wa think could fli hotel tonight caus iii cant get mind cant get mind cant get mind got plan tonight wa hope could get lost paradis onli thing im think bout caus iii cant get mind cant get mind cant seem get mind let get lost tonight let get lost tonight babi cant seem get mind let get lost tonight let get lost tonight babi cant seem get mind got plan tonight im coupl hundr mile japan wa think could fli hotel tonight caus iii cant get mind cant get mind got plan tonight babi wa hope could get lost paradis onli thing im think bout iii cant get mind cant get mind cant seem get mind yeah let get lost tonight let get lost tonight babi cant seem get mind let get lost tonight let get lost tonight babi cant seem get mind,"117,227,673",https://drive.google.com/file/d/10pDgXJkc2TsGNspb_1Ub5PAAGQibe3DM/view?usp=drive_link,
82,Something Big,shawn mendes,2014,pop,one two three four oh woah woah oh woah woah oh play lotto might win like 25 life bust prison someth air someth air like feel kill take last shot know go hit someth air someth air woah someth big feel happen control push pull grab feel bone like oh woah woah oh woah someth big feel happen oh woah woah oh woah someth big like feel win medal work hard knew wouldnt settl hand air hand air hear thought wouldnt listen like anthem whole world singin hand air hand air woah someth big feel happen control push pull grab feel bone like oh woah woah oh woah someth big feel happen oh woah woah oh woah someth big woah yeah yeah stomp feet ground shake clap hand wall break yell loud wont forget name caus someth big happen take thi rock start fire rais thi feel high cant tell us anyth someth big happen someth big feel happen control push pull grab feel bone like oh woah woah oh woah someth big happen woah oh woah woah oh woah someth big feel happen oh,"168,124,561",https://drive.google.com/file/d/13pjWXq3DwrMZG5p1RoEIlO5bkRKPByHq/view?usp=drive_link,
83,SeÃ±orita,shawn mendes camila cabello,2019,poplatin pop,love call seãorita wish could pretend didnt need ya everi touch ooh lalala true lalala ooh run ooh keep come ya land miami air wa hot summer rain sweat drip befor even knew name lalala felt like ooh lalala yeah sapphir moonlight danc hour sand tequila sunris bodi fit right hand lalala felt like ooh lalala yeah love call seãorita wish could pretend didnt need ya everi touch ooh lalala true lalala ooh run ooh know love call seãorita wish wasnt damn hard leav ya everi touch ooh lalala true lalala ooh run ooh keep come ya lock hotel thing never chang say friend friend dont know way tast lalala caus know long time come dont let fall oh ooh lip undress hook tongu ooh love kiss deadli dont stop love call seãorita wish could pretend didnt need ya everi touch ooh lalala true lalala ooh run ooh know love call seãorita wish wasnt damn hard leav ya everi touch ooh lalala true lalala true lala ooh run ooh keep come ya along ive come ya ya hope meant someth ya ooh call name ill come ya come ya come ya come ya ya ya oh love call ya ooh run ooh keep come ya,"1,628,450,766",https://drive.google.com/file/d/1nynm_seXKDimG1MnxqWBiDxgJuUAYlW0/view?usp=drive_link,
