number,song_name,artist,year,genre,lyrics,view_record
79,Stitches,Shawn Mendes,2015,Pop,"I thought that I'd been hurt before. But no one's ever left me quite this sore.  Your words cut deeper than a knife. Now I need someone to breathe me back to life. Got a feeling that I'm going under. But I know that I'll make it out alive. If I quit calling you my lover. Move on. You watch me bleed until I can't breathe. Shaking, falling onto my knees. And now that I'm without your kisses. I'll be needing stitches. Tripping over myself. Aching, begging you to come help. And now that I'm without your kisses. I'll be needing stitches. Just like a moth drawn to a flame. Oh, you lured me in, I couldn't sense the pain. Your bitter heart, cold to the touch  Now I'm gonna reap what I sow. I'm left seeing red on my own. Got a feeling that I'm going under. But I know that I'll make it out alive. If I quit calling you my lover. Move on. You watch me bleed until. I can't breathe. Shaking, falling onto my knees. And now that I'm without your kisses. I'll be needing stitches. Tripping over myself. Aching, begging you to come help. And now that I'm without your kisses. I'll be needing stitches. Needle and the thread, gotta get you outta my head. Needle and the thread, gonna wind up dead. Needle and the thread, gotta get you outta my head. Needle and the thread, gonna wind up dead (gonna wind up dead). Needle and the thread, gotta get you outta my head (gotta get you outta my head). Needle and the thread, gonna wind up dead (wind up dead). Needle and the thread, gotta get you outta my head, get you outta my head. You watch me bleed until I can't breathe. Shaking, falling onto my knees. (falling on my knees). And now that I'm without your kisses (without you). I'll be needing stitches (and I'll be needing stitches). Tripping over myself. Aching, begging you to come help. (begging baby, please). And now that I'm without your kisses. I'll be needing stitches. And now that I'm without your kisses.  I'll be needing stitches. And now that I'm without your kisses. I'll be needing stitches","1,570,180,171"
95,Congratulations,Post Malone feat. Quavo,2016,Pop/Hip-Hop,"Yeah, yeah. Yeah (hey) My mama called, ""Seen you on TV, son"". Said shit done changed ever since we was on. I dreamed it all ever since I was young. They said I wouldn't be nothing. Now they always say, ""Congratulations"" (uh, uh, uh). Worked so hard, forgot how to vacation (uh-huh). They ain't never had the dedication (uh, uh). People hatin', say we changed and look, we made it (uh, uh). Yeah, we made it (uh, uh, uh).They was never friendly, yeah  Now I'm jumping out the Bentley, yeahAnd I know I sound dramatic, yeah. But I knew I had to have it, yeah. For the money, I'm a savage, yeah. Had me itching like a habit, yeah. I'm surrounded twenty bad bitches, yeah. But they didn't know me last year, yeah. Everyone wanna act like they important (yeah-yeah-yeah, yeah-yeah-yeah). But all that mean nothing when I saw my dough, yeah (yeah-yeah-yeah, yeah-yeah-yeah). Everyone counting on me drop the ball, yeah (yeah-yeah-yeah, yeah-yeah-yeah). Everything custom like I'm at the border, yeah, yeah If you fuck with winning, put your lighters to the sky. How could I make cents when I got millions on my mind?  Coming with that bullshit, I just put it to the side. Balling since a baby, they could see it in my eyes. My mama called, ""Seen you on TV, son"". Said shit done changed ever since we was on. I dreamed it all ever since I was young. They said I wouldn't be nothing. Now they always say, ""Congratulations"" (congratulations). Worked so hard, forgot how to vacation (ooh). They ain't never had the dedication (ayy, uh, uh). People hatin', say we changed and look we made it (uh, uh). Yeah, we made it (uh, uh, uh, yeah). I was patient (yeah). Oh, I was patient (ayy, ooh). Now I can scream that we made it (we made it).Now everyone, everywhere I go, they say 'gratulation (uh)  Young nigga, young nigga, graduation (yeah). I pick up the rock and I ball, baby (ball). I'm looking for someone to call, baby (brrt). But right now I got a situation (ayy). Nothin' but old Ben, Ben Franklins (cash).  Big rings (woo), champagne (champagne). My life is like a ball game (ball game). But instead I'm in the trap though (trap though). Pot so big, call it Super Bowl (Super Bowl, woo). Super Bowl, call the hoes (brrt), get in the Rolls (skrrt). Top floor lifestyle (top), Honcho and Post (yeah, ayy). Malone (ayy), I got a play on my phone (ayy). You know what I'm on (ayy). Huncho Houdini is gone (ayy). My mama called, ""Seen you on TV, son"". Said shit done changed ever since we was on. I dreamed it all ever since I was young. They said I wouldn't be nothing. Now they always say, ""Congratulations"" (ayy, uh, uh, uh). Worked so hard, forgot how to vacation (uh-huh, ooh). They ain't never had the dedication (ayy, uh, uh). People hatin', say we changed and look we made it (yeah). Yeah, we made it (ayy). Hey, hey, hey. Hey, hey, hey","1,553,720,986"
74,Die For You,The Weeknd,2023,R&B,"I'm findin' ways to articulate the feeling I'm goin' through. I just can't say I don't love you. 'Cause I love you, yeah. It's hard for me to communicate the thoughts that I hold. But tonight I'm gon' let you know. Let me tell the truth. Baby, let me tell the truth, yeah  You know what I'm thinkin', see it in your eyes. You hate that you want me, hate it when you cry. You're scared to be lonely, 'specially in the night. I'm scared that I'll miss you, happens every time. I don't want this feelin', I can't afford love. I try to find a reason to pull us apart. It ain't workin' 'cause you're perfect. And I know that you're worth it. I can't walk away, oh!  Even though we're going through it. And it makes you feel alone. Just know that I would die for you. Baby, I would die for you, yeah. The distance and the time between us. It'll never change my mind, 'cause baby. I would die for you. Baby, I would die for you, yeah  I'm finding ways to manipulate the feelin' you're goin' through. But baby girl, I'm not blamin' you. Just don't blame me, too, yeah. 'Cause I can't take this pain forever. And you won't find no one that's better. 'Cause I'm right for you, babe. I think I'm right for you, babe  You know what I'm thinkin', see it in your eyes. You hate that you want me, hate it when you cry. It ain't workin' 'cause you're perfect. And I know that you're worth it. I can't walk away, oh!  Even though we're going through it. And it makes you feel alone. Just know that I would die for you. Baby, I would die for you, yeahr  The distance and the time between us. It'll never change my mind, 'cause baby. I would die for you. Baby, I would die for you, yeah  I would die for you, I would lie for you. Keep it real with you, I would kill for you, my baby. I'm just sayin', yeah. I would die for you, I would lie for you. Keep it real with you,  I would kill for you, my baby. Na-na-na, na-na-na, na-na-na  Even though we're going through it. And it makes you feel alone.Just know that I would die for you  Baby, I would die for you, yeah. The distance and the time between us. It'll never change my mind, 'cause babe  I would die for you. Baby, I would die for you, yeah babe. (Die for you)","1,360,013,057"
18,Supermarket Flowers,Ed Sheeran,2016,Pop,"I took the supermarket flowers from the windowsill. I threw the day old tea from the cup.  Packed up the photo album Matthew had made. Memories of a life that's been loved  Took the get well soon cards and stuffed animals. Poured the old ginger beer down the sink. Dad always told me, ""Don't you cry when you're down"". But mum, there's a tear every time that I blink. Oh. I'm in pieces, it's tearing me up, but I know. A heart that's broke is a heart that's been loved. So. I'll sing Hallelujah. You were an angel in the shape of my mum. When I fell down you'd be there holding me up. Spread your wings as you go. And when God takes you back we'll say Hallelujah. You're home. Fluffed the pillows, made the beds, stacked the chairs up. Folded your nightgowns neatly in a case. John says he'd drive then put his hand on my cheek. And wiped a tear from the side of my face. I hope that I see the world as you did 'cause I know. A life with love is a life that's been lived. So I'll sing Hallelujah. You were an angel in the shape of my mum. When I fell down you'd be there holding me up. Spread your wings as you go. And when God takes you back we'll say Hallelujah. You're home. Hallelujah. You were an angel in the shape of my mum. You got to see the person I have become. Spread your wings and I know. That when God took you back he said Hallelujah. You're home","1,337,533,025"
4,Photograph,Ed Sheeran,2015,Pop,"Loving can hurt. Loving can hurt sometimes. But it's the only thing that I know. When it gets hard. You know it can get hard sometimes. It is the only thing that makes us feel alive.We keep this love in a photograph. We made these memories for ourselves. Where our eyes are never closing. Hearts are never broken. Times forever frozen still. So you can keep me. Inside the pocket. Of your ripped jeans. Holding me closer. 'Til our eyes meet. You won't ever be alone. Wait for me to come home. Loving can heal. Loving can mend your soul. And it's the only thing that I know (know). I swear it will get easier. Remember that with every piece of ya. And it's the only thing we take with us when we die. We keep this love in a photograph. We made these memories for ourselves. Where our eyes are never closing. Hearts were never broken. Times forever frozen still. So you can keep me. Inside the pocket. Of your ripped jeans. Holding me closer. 'Til our eyes meet. You won't ever be alone. And if you hurt me. That's OK, baby, only words bleed. Inside these pages you just hold me. And I won't ever let you go.Wait for me to come home. Wait for me to come home. Wait for me to come home. Wait for me to come home.Oh you can fit me. Inside the necklace you got when you were sixteen. Next to your heartbeat. Where I should be. Keep it deep within your soul. And if you hurt me. Well, that's OK, baby, only words bleed. Inside these pages you just hold me. And I won't ever let you go. When I'm away. I will remember how you kissed me. Under the lamppost. Back on 6th street. Hearing you whisper through the phone. ""Wait for me to come home""","1,337,529,449"
47,7 rings,Ariana Grande ,2019,Pop/R&B,"Breakfast at Tiffany's and bottles of bubbles. Girls with tattoos who like getting in trouble. Lashes and diamonds, ATM machines. Buy myself all of my favorite things  Yeah. Been through some bad shit, I should be a sad bitch  Who would have thought it'd turn me to a savage?  Rather be tied up with calls and not strings. Write my own checks like I write what I sing, yeah (Yeah)  My wrist, stop watchin'. My neck is flossy. Make big deposits. My gloss is poppin'  You like my hair?  Gee, thanks! Just bought it. I see it, I like it. I want it, I got it. Yeah  I want it, I got it. I want it, I got it. I want it, I got it. I want it, I got it  You like my hair?  Gee, thanks! Just bought it. I see it, I like it. I want it, I got it. (Yep)  Wearin' a ring but ain't gon' be no ""Mrs.""  Bought matching diamonds for six of my bitches. I'd rather spoil all my friends with my riches. Think retail therapy my new addiction  Whoever said money can't solve your problems. Must not have had enough money to solve 'em. They say, ""Which one?"" I say, ""Nah, I want all of 'em"". Happiness is the same price as ""red-bottoms""  My smile is beamin' (yeah). My skin is gleamin' (is gleamin'). The way it shine. I know you've seen it. You've seen it  I bought a crib. Just for just for the closet closet. Both his and hers. I want it, I got it. Yeah  I want it, I got it. I want it, I got it. I want it, I got it. I want it, I got it. Baby  You like my hair?  Gee, thanks! Just  bought it. Oh, yeah. I see it, I like it. I want it, I got it. Yep  Yeah, my receipts be lookin' like phone numbers. If it ain't money, then wrong number. Black Card is my business card. The way it be settin' the tone for me  I don't mean to brag. But I be like, ""Put it in the bag"". Yeah. When you see them racks. They stacked up like my ass. Yeah  Shoot. Go from the store to the booth. Make it all back in one loop. Gimme the loot. Never mind, I got the juice. Nothin' but net when we shoot  Look at my neck. Look at my jet. Ain't got enough money to pay me respect. Ain't no budget when I'm on the set. If I like it then that's what I get. Yeah  I want it, I got it. I want it, I got it. (Oh yeah). Yeah. I want it, I got it. I want it, I got it. Oh, yeah, yeah. You like my hair?  Gee, thanks! Just bought it. I see it, I like it. I want it, I got it. (I see, yep)","1,334,107,583"
99,Rockstar,Post Malone feat. 21 Savage,2018,Hip-Hop/Trap,"Hahahahaha. Tank God. Ayy, ayy. I've been fuckin' hoes and poppin' pillies. Man, I feel just like a rockstar (ayy, ayy). All my brothers got that gas. And they always be smokin' like a Rasta. Fuckin' with me, call up on a Uzi. And show up, man, them the shottas. When my homies pull up on your block. They make that thing go grrra-ta-ta-ta (ta, pow, pow, pow, ayy, ayy). Switch my whip, came back in black. I'm startin' sayin', ""Rest in peace to Bon Scott"" (Scott, ayy). Close that door, we blowin' smoke. She ask me light a fire like I'm Morrison ('son, ayy). Act a fool on stage. Prolly leave my fuckin' show in a cop car (car, ayy). Shit was legendary. Threw a TV out the window of the Montage. Cocaine on the table, liquor pourin', don't give a damn. Dude, your girlfriend is a groupie, she just tryna get in. Sayin', ""I'm with the band"" (ayy, ayy). Now she actin' outta pocket, tryna grab up on my pants. Hundred bitches in my trailer say they ain't got a man. And they all brought a friend (yeah, ayy, ayy, ayy). I've been fuckin' hoes and poppin' pillies. Man, I feel just like a rockstar (ayy, ayy). All my brothers got that gas. And they always be smokin' like a Rasta. Fuckin' with me, call up on a Uzi. And show up, man, them the shottas. When my homies pull up on your block. They make that thing go grrra-ta-ta-ta (ta, pow, pow, pow). I've been in the Hills fuckin' superstars  Feelin' like a popstar (21, 21, 21). Drinkin' Henny, bad bitches jumpin' in the pool. And they ain't got on no bra (bra). Hit her from the back, pullin' on her tracks. And now she screamin' out, ""ÁNo m‡s!"" (yeah, yeah, yeah)  They like, ""Savage, why you got a twelve car garage. And you only got six cars?"" (21). I ain't with the cakin', how you kiss that? (kiss that?). Your wifey say I'm lookin' like a whole snack (big snack)  Green. hundreds in my safe, I got old racks (old racks). L.A. bitches always askin', ""Where the coke at?"" (21, 21). Livin' like a rockstar, smash out on a cop car. Sweeter than a Pop-Tart, you know you are not hard. I done made the hot chart, 'member I used to trap hard. Livin' like a rockstar, I'm livin' like a rockstar (ayy). I've been fuckin' hoes and poppin' pillies. Man, I feel just like a rockstar (ayy, ayy). All my brothers got that gas. And they always be smokin' like a Rasta (yeah, yeah, yeah, yeah). Fuckin' with me, call up on a Uzi. And show up, man, them the shottas. When my homies pull up on your block. They make that thing go grrra-ta-ta-ta (ta, grrra-ta-ta-ta-ta). Star, star, rockstar, rockstar, star. Rockstar. Rockstar, feel just like a-  Rockstar. Rockstar. Rockstar. Feel just like a","1,131,452,674"
100,White Iverson,Post Malone,2016,Pop/Hip-Hop,"Double OT. I'm a new three. Saucin', saucin', I'm saucin' on you. I'm swaggin', I'm swaggin', I'm swaggin', oh-ooh (swaggin')  I'm ballin', I'm ballin', Iverson on you (swish, ooh, ayy). Watch out, watch out, watch out, yeah. That's my shot, that's my shot, that's my shot, yeah. Spendin', I'm spendin' all my fuckin' pay. I got me some braids and I got me some hoes. Started rockin' the sleeve, I can't ball with no Joes. You know how I do it, Concords on my toes. (This shit is hard) ooh. I ain't rich yet, but you know I ain't broke, I. So, if I see it, I like it, buy that from the store, I (store, I). I'm with some white girls and they lovin' the coca (coca). Like they OT. Double OT like I'm KD, smokin' OG (smokin' OG). And you know me, in my 2-3s and my gold teeth (and my gold teeth). Bitch, I'm smiling, bet you see me from the nosebleeds (nosebleeds). I'm the new three and I change out to my new 3s (to my new 3s). White Iverson. When I started ballin', I was young. You gon' think about me when I'm gone. I need that money like the ring I never won, I won. Saucin', saucin', I'm saucin' on you. I'm swaggin', I'm swaggin', I'm swaggin', oh-ooh. I'm ballin', I'm ballin', Iverson on you. Watch out, watch out, watch out, yeah. That's my shot, that's my shot, that's my shot, yeah. Spendin', I'm spendin' all my fuckin' pay. Ooh, Stoney. Cigarettes and a headband. Commas, commas in my head, man. Slumped over like a dead man. Red and black, 'bout my bread, man. I'm the answer, never question. Lace up, learn a lesson. Bitch, I'm saucin' (wow), I do this often, don't do no talkin' (no). My options right when I walk in, jump all them Jordans (ooh). I'm ballin', money jumpin'. Like I'm Davis from New Orleans. Or bitch, I'm. Harden, I don't miss nothin'. Fuck practice, this shit just happens, know y'all can't stand it (ayy). I have it, I never pass it, I work my magic. High average, ball on these bastards, it makes me happy. It's tragic, I make it happen, and all y'all Shaqtin'. White Iverson. When I started ballin', I was young. You gon' think about me when I'm gone. I need that money like the ring I never won, I won. Saucin', saucin', I'm saucin' on you. I'm swaggin', I'm swaggin', I'm swaggin', oh-ooh. I'm ballin', I'm ballin', Iverson on you. Watch out, watch out, watch out, yeah. That's my shot, that's my shot, that's my shot, yeah. Spendin', I'm spendin' all my fuckin' pay. Ooh-ooh. Ooh-ooh. Ooh-ooh. Ooh-ooh","1,053,295,540"
93,Psycho,Post Malone feat. Ty Dolla $ign,2018,Pop/Hip-Hop,Damn my AP goin' psycho lil' mama bad like Michael. Can't really trust nobody with all this jewelry on you. My roof look like a no-show got diamonds by the boatload. Come with the Tony Romo for clowns and all the bozos. My AP goin' psycho lil' mama bad like Michael. Can't really trust nobody with all this jewelry on you My roof look like a no-show got diamonds by the boatload Don't act like you my friend when I'm rollin' through my ends though. You stuck in the friend zone I tell that four-five the fifth ayy. Hunnid bands inside my shorts DeChino the sh*tayy  Try to stuff it all in but it don't even fit ayy. Know that I been with the sh*ts ever since a jit ayy. I made my first million I'm like sh*t this is it ayy. 30 for a walkthrough man we had that b**ch lit ayy. Had so many bottles gave ugly girl a sip  Out the window of the Benzo we could send in the rent'. And I'm like Woah man my neck so goddamn cold. Diamonds weigh my teeths is sore. I got homies let it blow oh  My money thick won't ever fold  She said can I have some to hold  And I can't ever tell you no. Damn my AP goin' psycho lil' mama bad like Michael. Can't really trust nobody with all this jewelry on you.My roof look like a no-show got diamonds by the boatload  Come with the Tony Romo for clowns and all the bozos My AP goin' psycho lil' mama bad like Michael. Can't really trust nobody with all this jewelry on you. My roof look like a no-show got diamonds by the boatload. Don't act like you my friend when I'm rollin' through my ends though. The AP goin' psycho my Rollie goin' brazy. I'm hittin' lil' mama she wanna have my babies. Sippy on the Panky chain so stanky. You should see the whip promise I can take yo'  Dolla ridin' in an old school Chevy it's a drop top. Boolin' with a thot-thot she gon' give me top-top. Just one switch I can make the ass drop hey  Uh take you to the smoke shop. We gon' get high ayy we gon' hit Rodeo. Dial up Valentino we gon' hit Pico. Take you where I'm from take you to the slums. This ain't happen overnight no these diamonds real bright  Saint Laurent jeans still in my Vans though  All VVSs put you in a necklace. Girl you look beautiful tonight. Stars on the roof they matching with the jewelry. Damn my AP goin' psycho lil' mama bad like Michael. Can't really trust nobody with all this jewelry on you. My roof look like a no-show got diamonds by the boatload. Come with the Tony Romo for clowns and all the bozos. My AP goin' psycho lil' mama bad like Michael. Can't really trust nobody with all this jewelry on you. My roof look like a no-show got diamonds by the boatload  Don't act like you my friend when I'm rollin' through my ends though,"1,036,875,866"
48,Into You,Ariana Grande ,2016,Pop/R&B,"I'm so into you. I can barely breathe. And all I wanna do. Is to fall in deep. But close ain't close enough. 'Til we cross the line, hey, yeah. So name a game to play. And I'll roll the dice, hey. Oh, baby, look what you started. The temperature's rising in here. Is this gonna happen?  Been waiting and waiting for you to make a move (ooh, ooh). Before I make a move (ooh, ooh). So, baby, come light me up. And maybe I'll let you on it. A little bit dangerous. But, baby, that's how I want it. A little less conversation and a little more touch my body. 'Cause I'm so into you, into you, into you. Got everyone watchin' us. So, baby, let's keep it secret. A little bit scandalous. But, baby, don't let them see it. A little less conversation and a little more touch my body. 'Cause I'm so into you, into you, into you. Ooh, yeah. This could take some time, hey. I made too many mistakes. Better get this right, right, baby  Oh, baby, look what you started. The temperature's rising in here. Is this gonna happen?  Been waiting and waiting for you to make a move (ooh, ooh). Before I make a move (ooh, ooh). So, baby, come light me up. And maybe I'll let you on it. A little bit dangerous. But, baby, that's how I want it. A little less conversation and a little more touch my body. 'Cause I'm so into you, into you, into you. Got everyone watchin' us. So, baby, let's keep it secret. A little bit scandalous. But, baby, don't let them see it. A little less conversation and a little more touch my body. 'Cause I'm so into you, into you, into you ('cause I'm so into you). Tell me what you came here for. 'Cause I can't, I can't wait no more. I'm on the edge with no control. And I need, I need you to know. You to know, oh, yeah. So, baby, come light me up (light me up). And maybe I'll let you on it. A little bit dangerous (dangerous). But, baby, that's how I want it (how I want it). A little less conversation and a little more touch my body. 'Cause I'm so into you, into you, into you. Got everyone watchin' us (watchin' us). So, baby, let's keep it secret. A little bit scandalous (scandalous). But, baby, don't let them see it. A little less conversation and a little more touch my body  'Cause I'm so into you, into you, into you. So come light me up. So come light me up, my baby. Little dangerous. A little dangerous, my baby. A little less conversation and a little more touch my body. 'Cause I'm so into you, into you, into you","1,021,752,019"
