number,song_name,artist,year,genre,lyrics,view_record
8,Shivers,Ed Sheeran,2021,Pop,"I took an arrow to the heart. I never kissed a mouth that tastes like yours. Strawberries and then something more. Ooh yeah, I want it all  Lipstick on my guitar. Fill up the engine, we can drive real far. Go dancing underneath the stars. Ooh yeah, I want it all  Mmm, you got me feeling like  I wanna be that guy. I wanna kiss your eyes. I wanna drink that smile. I wanna feel like I. Like my soul's on fire. I wanna stay up all day and all night. Yeah, you got me singing like  Ooh, I love it when you do it like that. And when you're close up. Give me the shivers. Oh baby, you wanna dance till the sunlight cracks. And when they say the party's over then we'll bring it right back  And we'll say. Ooh, I love it when you do it like that. And when you're close up. Give me the shivers. Oh baby, you wanna dance till the sunlight cracks. And when they say the party's over then we'll bring it right back  Into the car. On the backseat in the moonlit dark. Wrap me up between your legs and arms. Ooh, I can't get enough  You know you could tear me apart. Put me back together and take my heart. I never thought that I could love this hard. Ooh, I can't get enough  Mmm, you got me feeling like  I wanna be that guy. I wanna kiss your eyes. I wanna drink that smile. I wanna feel like I. Like my soul's on fire. I wanna stay up all day and all night. Yeah, you got me singing like  Ooh, I love it when you do it like that. And when you're close up. Give me the shivers. Oh baby, you wanna dance till the sunlight cracks. And when they say the party's over then we'll bring it right back  And we'll say Ooh, I love it when you do it like that. And when you're close up. Give me the shivers. Oh baby, you wanna dance till the sunlight cracks. And when they say the party's over then we'll bring it right back  Baby, you burn so hot. You make me shiver with the fire you got. This thing we started, I don't want it to stop. You know you make me shiver-er-er  Baby, you burn so hot. You make me shiver with the fire you got. This thing we started, I don't want it to stop. You know you make me shiver  Yeah, you got me singing like  Ooh, I love it when you do it like that. And when you're close up. Give me the shivers. Oh baby, you wanna dance till the sunlight cracks. And when they say the party's over then we'll bring it right back  (Oh no) And we'll say. Ooh, I love it when you do it like that. And when you're close up. Give me the shivers. Oh baby, you wanna dance till the sunlight cracks. And when they say the party's over then we'll bring it right back, hey","312,815,228"
77,Take My Breath,The Weeknd,2021,Pop/R&B,"I saw the fire in your eyes. I saw the fire when I look into your eyes. You tell me things you wanna try, uh. I know temptation is the devil in disguise. You risk it all to feel alive, oh, yeah. You're offering yourself to me like sacrifice. You said you do this all the time. Tell me you love me if I bring you to the light. It's like a dream what she feels with me. She loves to be on the edge. Her fantasy is okay with me. Then suddenly, baby says.  Take my breath away. And make it last forever, babe. Do it now or never, babe (ah). Take my breath away. Nobody does it better, babe. Bring me close to-  Want me to hold on to you tight. You pull me close, I feel the heat between your thighs (uh, say).  You're way too young to end your life, huh. Girl, I don't wanna be the one who pays the price. Ooh, it's like a dream what she feels with me. She lovesto be on the edge  Her fantasy is okay with me. Then suddenly, baby says. Take my breath away  And make it last forever, babe. Do it now or never, babe (ah). Take my breath away. Nobody does it better, babe. Bring me close to heaven, babe (uh). Take my breath. Oh, oh-ooh. And they'll see me. Oh-ooh, ooh (yeah, say). Oh-oh, oh-oh. Oh-oh, oh-oh. Oh-oh, oh-oh. Oh-ooh-oh. Take my breath away (take my breath away). And make it last forever, babe. Do it now or never, babe (ah). Take my breath away (take my breath away). Nobody does it better, babe. Bring me close to heaven, babe. Take my breath (take my breath a-, breath away). Nobody. Take my breath (take my breath a-, breath away). Nobody does it better, babe. Bring me close to heaven, babe (uh)","287,692,761"
12,Sing,Ed Sheeran,2014,Pop,"It's late in the evening. Glass on the side. I've been sat with you. For most of the night. Ignoring everybody here. We wish they would disappear. So maybe we could get down now. I don't wanna know. If you're getting ahead of the program. I want you to be mine, lady. To hold your body close. Take another step into the no-man's land. For the longest time lady. I need you darling. Come on set the tone. If you feel you're falling. Won't you let me know.Oh-Oh-Oh-Ooh-O-Oh-Oh-Oh-Ooh-Oh. If you love me. Come on, get involved. Feel it rushing through you. From your head to toe. Oh-Oh-Oh-Ooh-O-Oh-Oh-Oh-Ooh-Oh. Sing!. Oh-Oh-Oh-Ooh-O-Oh-Oh-Oh-Ooh-Oh. Louder!. Oh-Oh-Oh-Ooh-O-Oh-Oh-Oh-Ooh-Oh. Sing!. Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh. This love is a blaze. I saw flames from the side of the stage. And the fire brigade comes in a couple of days. Until then we got nothing to say and nothing to know. But something to drink and maybe something to smoke. Let it go until our roads are changed. Singing we found love in a local rave. No, I don't really know what I'm supposed to say. But I can just figure it out and hope and pray. I told her my name and said, ""It's nice to meet ya.""  Then she handed me a bottle of water filled with tequila.  I already know she's a keeper. Just from this one small act of kindness, I'm in deep shit if anybody finds out. I'm meant to drive home but I've drunk all of it now, not. Sobering up we just sit on the couch. One thing led to another. Now she's kissing my mouth. I need you darling. Come on set the tone. If you feel you're falling. Won't you let me know. Oh-Oh-Oh-Ooh-O-Oh-Oh-Oh-Ooh-Oh. If you love me. Come on, get involved. Feel it rushing through you. From your head to toe. Oh-Oh-Oh-Ooh-O-Oh-Oh-Oh-Ooh-Oh. Sing!. Oh-Oh-Oh-Ooh-O-Oh-Oh-Oh-Ooh-Oh. Louder!. Oh-Oh-Oh-Ooh-O-Oh-Oh-Oh-Ooh-Oh. Sing!. Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh. Can you feel it? All the guys in here don't even wanna dance. Can you feel it? All that I can hear is music from the back. Can you feel it?  Found you hiding here so won't you take my hand darling. Before the beat kicks in again. Can you feel it?  Can you feel it?  Sing!  (Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh [x7]). I need you darling. Come on set the tone. If you feel you're falling. Won't you let me know. Louder!  Oh-oh-oh-oh-ooh. Oh-oh-oh-oh-ooh. Sing!  If you love me come on get involved. Feel it rushing through you from your head to toe. Louder!  Oh-oh-oh-oh-ooh. Oh-oh-oh-oh-ooh. Sing","229,412,485"
33,Safe & Sound,Taylor Swift,2011,Folk/Country,"I remember tears streaming down your face. When I said I'll never let you go. When all those shadows almost killed your light. I remember you said don't leave me here alone. But all that's dead and gone and passed tonight. Just close your eyes, the sun is going down. You'll be alright, no one can hurt you now. Come morning light, you and I'll be safe and sound. Don't you dare look out your window, darling, everything's on fire. The war outside our door keeps raging on. Hold onto this lullaby even when the music's gone, gone. Just close your eyes, the sun is going down. You'll be alright, no one can hurt you now. Come morning light, you and I'll be safe and sound. Ooh (ooh). Ooh (ooh). Oh whoa (oh whoa). Oh whoa (oh whoa). Ooh (ooh). Ooh (ooh). Oh whoa. Oh whoa. Just close your eyes. You'll be alright. Come morning light. You and I'll be safe and sound. Ooh, ooh. Ooh, ooh. Ooh, ooh  Ooh, ooh. Ooh, ooh. Ooh, ooh","202,350,892"
11,Don't,Ed Sheeran,2014,Pop/R&B,"Ah lahmlahlah Ah lahmlahlah. I met this girl late last year. She said, ""Don't you worry if I disappear.""  I told her I'm not really looking for another mistake. I called an old friend thinking. that the trouble would wait. But then I jump right in. A week later returned. I reckon she was only looking for a lover to burn. But I gave her my time for two or three nights. Then I put it on pause until the moment was right. I went away for months until our paths crossed again. She told me, ""I was never looking for a friend.  Maybe you could swing by my room around 10:00.  Baby, bring a lemon and a bottle of gin.  We'll be in between the sheets 'til the late AM. Baby, if you wanted me then you should've just said.""  She's singing  Ah lahmlahlah. Don't fuck with my love. That heart is so cold. All over my home. I don't wanna know that babe Ah lahmlahlah. Don't fuck with my love. I told her she knows. Take aim and reload. I don't wanna know that babe. Ah lahmlahlah. And for a couple weeks I only wanna see her. We drink away the days with a take-away pizza. Before a text message was the only way to reach her. Now she's staying at my place and loves the way I treat her. Singing out Aretha. All over the track like a feature. And never wants to sleep, I guess that I don't want to either. But me and her we make money the same way. Four cities, two planes the same day. And those shows have never been what it's about. But maybe we'll go together and just figure it out. I'd rather put on a film with you and sit on a couch. But we should get on a plane. Or we'll be missing it now. Wish I'd have written it down. The way that things played out. When she was kissing him. How I was confused about. Now she should figure it out while I'm sat here singing. Ah lahmlahlah. Don't fuck with my love. That heart is so cold. All over my home. I don't wanna know that babe. Ah lahmlahlah. Don't fuck with my love. I told her she knows. Take aim and reload. I don't wanna know that babe Ah lahmlahlah. [Knock knock knock] on my hotel door. I don't even know if she knows what for. She was crying on my shoulder. I already told ya. Trust and respect is what we do this for. I never intended to be next. But you didn't need to take him to bed that's all. And I never saw him as a threat. Until you disappeared with him to have sex of course. It's not like we were both on tour. We were staying on the same fucking hotel floor. And I wasn't looking for a promise or commitment. But it was never just fun and I thought you were different. This is not the way you realize what you wanted. It's a bit too much, too late if I'm honest. And all this time God knows. I'm singing Ah lahmlahlah. Don't fuck with my love. That heart is so cold. All over my home. I don't wanna know that babe. Ah lahmlahlah. Don't fuck with my love. I told her she knows. Take aim and reload. I don't wanna know that babe Ah lahmlahlah.","200,627,169"
21,Out of the Woods ,Taylor Swift,2014,Pop/Electropop,"Looking at it now. It all seems so simple. We were lying on your couch. I remember. You took a Polaroid of us. Then discovered. (Then discovered). The rest of the world was black and white. But we were in screaming color. And I remember thinking. Are we out of the woods yet?  Are we out of the woods yet?  Are we out of the woods yet? Are we out of the woods?  Are we in the clear yet?  Are we in the clear yet?  Are we in the clear yet?  In the clear yet, good. Are we out of the woods yet?  Are we out of the woods yet?  Are we out of the woods yet?  Are we out of the woods?  Are we in the clear yet?  Are we in the clear yet?  Are we in the clear yet?  In the clear yet, good. (Are we out of the woods?). Looking at it now. Last December (Last December). We were built to fall apart. Then fall back together. (Back together). Ooh, your necklace hanging from my neck. The night we couldn't quite forget. When we decided, we decided. To move the furniture so we could dance. Baby, like we stood a chance. Two paper airplanes flying, flying, flying. And I remember thinking. Are we out of the woods yet?  Are we out of the woods yet? Are we out of the woods yet?  Are we out of the woods?  Are we in the clear yet?  Are we in the clear yet?  Are we in the clear yet?  In the clear yet, good. Are we out of the woods yet?  Are we out of the woods yet?  Are we out of the woods yet?  Are we out of the woods?  Are we in the clear yet?  Are we in the clear yet?  Are we in the clear yet?  In the clear yet, good. (Are we out of the woods?). Remember when you hit the brakes too soon?  Twenty stitches in a hospital room. When you started crying, baby, I did too. But when the sun came up, I was looking at you. Remember when we couldn't take the heat?  I walked out, I said ""I'm setting you free"". But the monsters turned out to be just trees. When the sun came up you were looking at me  You were looking at me, oh. You were looking at me. (Are we out of the woods yet?). (Are we out of the woods yet?). (Are we out of the woods yet?). (Are we out of the woods?). I remember. (Are we in the clear yet?). (Are we in the clear yet?). Oh, I remember.  Are we out of the woods yet?  Are we out of the woods yet? (Yeah). Are we out of the woods yet?  Are we out of the woods?  Are we in the clear yet?  Are we in the clear yet?  Are we in the clear yet?  In the clear yet, good. Are we out of the woods yet?  Are we out of the woods yet?  Are we out of the woods yet?  Are we out of the woods?  Are we in the clear yet? (Yeah). Are we in the clear yet? (Yeah). Are we in the clear yet?  In the clear yet, good  Are we out of the woods yet?  Are we out of the woods yet?  Are we out of the woods yet?  Are we out of the woods?  Are we in the clear yet?  Are we in the clear yet?  Are we in the clear yet?  In the clear yet, good. Are we out of the woods yet?  Are we out of the woods yet?  Are we out of the woods yet?  Are we out of the woods?  Are we in the clear yet?  Are we in the clear yet?  Are we in the clear yet?  In the clear yet, good","196,733,304"
91,Goodbyes,Post Malone feat. Young Thug,2019,Pop/Hip-Hop,"Me and Kurt feel the same, too much pleasure is pain. My girl spites me in vain, all I do is complain. She needs something to change, need to take off the edge. So - it all tonight. And don't tell me to shut up. When you know you talk too much. But you don't got - to say. I want you out of my head. I want you out of my bedroom tonight. There's no way I could save you. 'Cause I need to be saved, too. I'm no good at goodbyes. We're both acting insane, but too stubborn to change. Now I'm drinkin' again, 80 proof in my veins. And my fingertips stained, looking over the edge. Don't - with me tonight.Said you needed this heart then you got it  Turns out that it wasn't what you wanted. And we wouldn't let go and we lost it. Now I'm a goner. I want you out of my head. I want you out of my bedroom tonight. There's no way I could save you. 'Cause I need to be saved, too. I'm no good at goodbyes. I want you right in my life. I want you back here tonight. I'm tryna to cut you, no knife. I wanna slice you and dice you. My argues possessive, it got you precise. Can you not turn off the TV? I'm watching the fight. I flood the garage, blue diamond, no shark. You're Barbie life doll, it's Nicki Minaj. You don't need a key to drive, your car on the charger. I just wanna see the side, the one that's unbothered. And I don't want you never go outside. I promise if they play, my - slidin'. I'm - her and the tour bus still ridin'. Yeah, yeah, yeah, yeah, yeah. I want you out of my head. I want you out of my bedroom tonight. There's no way I can save you. Because I need to be saved too. I'm no good at goodbyes. Goodbye, goodbye, goodbye. Goodbye, goodbye, goodbye. Goodbye, goodbye, goodbye. I'm no good at goodbyes. Goodbye, goodbye, goodbye. Goodbye, goodbye, goodbye. Goodbye, goodbye, goodbye. I'm no good at goodbyes","185,847,110"
82,Something Big,Shawn Mendes,2014,Pop,"One, two, three, four. Oh, woah, woah. Oh, woah, woah, oh. Play the lotto you, might win it. It's like 25 to life so you bust out of prison. Something's in the air. Something's in the air. It's like that feeling when you're just about to kill it. Take your last shot, you know you're going to hit it. Something's in the air. Something's in the air. Woah. Something big, I feel it happening. Out of my control. Pushing, pulling, and it's grabbing me. Feel it in my bones. Like. Oh, woah, woah. Oh, woah. Something big, I feel it happening. Oh, woah, woah. Oh, woah. Something big It's like that feeling when you're about to win the medal. And you worked so hard that you knew you wouldn't settle. Hands are in the air. Hands are in the air. When they hear you and you thought they wouldn't listen. It's like an anthem that the whole world's singin'. Hands are in the air. Hands are in the air. Woah. Something big, I feel it happening. Out of my control. Pushing, pulling, and it's grabbing me. Feel it in my bones. Like. Oh, woah, woah. Oh, woah. Something big, I feel it happening. Oh, woah, woah. Oh, woah. Something big. Woah. Yeah, yeah. If we stomp our feet the ground will shake. If we clap our hands the walls will break. Yell so loud, won't forget our names. 'Cause something big is happening. Take this rock and start a fire. Raise this up, we're feeling high. They can't tell us anything. Something big is happening. Something big, I feel it happening. Out of my control. Pushing, pulling, and it's grabbing me. Feel it in my bones Like. Oh, woah, woah. Oh, woah. Something big is happening, woah. Oh, woah, woah. Oh, woah. Something big, I feel it happening, oh","168,124,561"
28,Fifteen,Taylor Swift,2008,Pop,"You take a deep breath and you walk through the doors. It's the mornin' of your very first day. You say hi to your friends you ain't seen in a while. Try and stay out of everybody's way. It's your freshman year and you're gonna be here. For the next four years in this town. Hopin' one of those senior boys will wink at you and say  ""You know, I haven't seen you around before"". 'Cause when you're 15. And somebody tells you they love you. You're gonna believe them. And when you're 15. Feelin' like there's nothin' to figure out, well. Count to ten, take it in. This is life before you know who you're gonna be. At 15. You sit in class next to a redhead named Abigail And soon enough, you're best friends. Laughin' at the other girls who think they're so cool. We'll be outta here as soon as we can. And then you're on your very first date and he's got a car. And you're feelin' like flyin'. And your mama's waitin' up. And you're thinkin' he's the one. And you're dancin' 'round your room when the night ends. When the night ends. 'Cause when you're 15. And somebody tells you they love you. You're gonna believe them. And when you're 15. And your first kiss makes your head spin 'round, well. In your life you'll do things greater than. Dating the boy on the football team. I didn't know it at 15. When all you wanted was to be wanted. Wish you could go back and tell yourself what you know now. Back then, I swore I was gonna marry him someday. But I realized some bigger dreams of mine. And Abigail gave everything she had. To a boy who changed his mind. And we both cried. 'Cause when you're 15. And somebody tells you they love you. You're gonna believe them  And when you're 15. Don't forget to look before you fall. I've found time can heal most anything. And you just might find who you're supposed to be. I didn't know who I was supposed to be. At 15. La-la-la, la-la-la, la-la-la-la La-la-la, la-la-la, la-la-la-la. La-la-la, la-la-la. Your very first day. Take a deep breath, girl. Take a deep breath as you walk through the doors","166,774,842"
35,Cardigan,Taylor Swift,2020,Alternative/Indie/Folk,"Vintage tee, brand new phone. High heels on cobblestones. When you are young, they assume you know nothing. Sequin smile, black lipstick. Sensual politics. When you are young, they assume you know nothing. But I knew you. Dancin' in your Levi's. Drunk under a streetlight, I. I knew you. Hand under my sweatshirt. Baby, kiss it better, I. And when I felt like I was an old cardigan. Under someone's bed  You put me on and said I was your favorite. A friend to all is a friend to none. Chase two girls, lose the one. When you are young, they assume you know nothin'. But I knew you. Playing hide-and-seek and. Giving me your weekends, I.  I knew you. Your heartbeat on the High Line. Once in 20 lifetimes, I. And when I felt like I was an old cardigan. Under someone's bed. You put me on and said I was your favorite. To kiss in cars and downtown bars. Was all we needed. You drew stars around my scars. But now I'm bleedin'. 'Cause I knew you. Steppin' on the last train. Marked me like a bloodstain, I. I knew you. Tried to change the ending. Peter losing Wendy, I. I knew you. Leavin' like a father. Running like water, I. And when you are young, they assume you know nothing. But I knew you'd linger like a tattoo kiss. I knew you'd haunt all of my what-ifs. The smell of smoke would hang around this long. 'Cause I knew everything when I was young. I knew I'd curse you for the longest time. Chasin' shadows in the grocery line. I knew you'd miss me once the thrill expired. And you'd be standin' in my front porch light. And I knew you'd come back to me. You'd come back to me. And you'd come back to me. And you'd come back. And when I felt like I was an old cardigan. Under someone's bed. You put me on and said I was your favorite","154,392,204"
45,Heather,Conan Gray,2020,Pop/indie Pop,"I still remember the third of December, me in your sweater. You said it looked better on me than it did you. Only if you knew how much I liked you. But I watch your eyes as she. Walks by. What a sight for sore eyes. Brighter than the blue sky. She's got you mesmerized while I die. Why would you ever kiss me?  I'm not even half as pretty. You gave her your sweater, it's just polyester. But you like her better. Wish I were Heather. Watch as she stands with her, holding your hand. Put your arm 'round her shoulder, now I'm getting colder. But how could I hate her?  She's such an angel. But then again, kinda wish she were dead as she. Walks by. What a sight for sore eyes. Brighter than the blue sky. She's got you mesmerized while I die. Why would you ever kiss me?  I'm not even half as pretty. You gave her your sweater, it's just polyester. But you like her better. I wish I were Heather. I wish I were Heather. (Oh, oh). Wish I were Heather. Why would you ever kiss me?  I'm not even half as pretty. You gave her your sweater, it's just polyester. But you like her better. Wish I were","152,746,405"
22,Enchanted ,Taylor Swift,2010,Pop/Country,"There I was again tonight. Forcing laughter, faking smiles. Same old tired, lonely place. Walls of insincerity, shifting eyes and vacancy. Vanished when I saw your face. All I can say is, it was enchanting to meet you. Your eyes whispered, ""Have we met?""  'Cross the room your silhouette. Starts to make its way to me. The playful conversation starts. Counter all your quick remarks. Like passing notes in secrecy. And it was enchanting to meet you. All I can say is, I was enchanted to meet you This night is sparkling, don't you let it go. I'm wonderstruck, blushing all the way home. I'll spend forever wondering if you knew. I was enchanted to meet you. The lingering question kept me up. 2 AM, who do you love?  I wonder 'til I'm wide awake. And now I'm pacing back and forth. Wishing you were at my door. I'd open up and you would say, ""Hey"". It was enchanting to meet you. All I know is, I was enchanted to meet you. This night is sparkling, don't you let it go. I'm wonderstruck, blushing all the way home. I'll spend forever wondering if you knew. That this night is flawless, don't you let it go. I'm wonderstruck, dancing around all alone. I'll spend forever wondering if you knew. I was enchanted to meet you. This is me praying that. This was the very first page. Not where the story line ends. My thoughts will echo your name, until I see you again  These are the words I held back, as I was leaving too soon. I was enchanted to meet you. Please don't be in love with someone else. Please don't have somebody waiting on you  Please don't be in love with someone else. Please don't have somebody waiting on you. This night is sparkling, don't you let it go. I'm wonderstruck, blushing. all the way home. I'll spend forever wondering if you knew. This night is flawless, don't you let it go. I'm wonderstruck, dancing around all alone. I'll spend forever wondering if you knew. I was enchanted to meet you. Please don't be in love with someone else  Please don't have somebody waiting on you","129,821,421"
29,Cruel Summer,Taylor Swift,2020,Pop/Electropop,"Fever dream high in the quiet of the night  You know that I caught it. Bad, bad boy. Shiny toy with a price. You know that I bought it. Killing me slow, out the window. I'm always waiting for you to be waiting below. Devils roll the dice, angels roll their eyes.  What doesn't kill me makes me want you more.  And it's new, the shape of your body.  It's blue, the feeling I've got.  And it's ooh, whoa, oh.  It's a cruel summer. It's cool, that's what I tell 'em. No rules in breakable heaven. But ooh, whoa oh. It's a cruel summer. With you. Hang your head low. In the glow of the vending machine. I'm not dying. You say that we'll just screw it up in these trying times. We're not trying. So cut the headlights, summer's a knife. I'm always waiting for you just to cut to the bone. Devils roll the dice, angels roll their eyes. And if I bleed, you'll be the last to know. Oh, it's new, the shape of your body. It's blue, the feeling I've got. And it's ooh, whoa, oh. It's a cruel summer. It's cool, that's what I tell 'em. No rules in breakable heaven. But ooh, whoa, oh. It's a cruel summer. With you. I'm drunk in the back of the car. And I cried like a baby coming home from the bar (oh). Said, ""I'm fine, "" but it wasn't true. I don't wanna keep secrets just to keep you. And I snuck in through the garden gate. Every night that summer just to seal my fate (oh). And I screamed for whatever it's worth. ""I love you, "" ain't that the worst thing you ever heard?  He looks up grinning like a devil. It's new, the shape of your body. It's blue, the feeling I've got. And it's ooh, whoa, oh. It's a cruel summer. It's cool, that's what I tell 'em. No rules, in breakable heaven. But ooh, whoa, oh. It's a cruel summer. With you. I'm drunk in the back of the car. And I cried like a baby coming home from the bar (oh). Said, ""I'm fine, "" but it wasn't true. I don't wanna keep secrets just to keep you. And I snuck in through the garden gate. Every night that summer just to seal my fate (oh). And I screamed for whatever it's worth. ""I love you, "" ain't that the worst thing you ever heard?","129,533,237"
13,Afterglow,Ed Sheeran,2020,Pop,"Stop the clocks, it's amazing. You should see the way the light dances off your hair. A million colours of hazel, golden and red. Saturday morning is fading. The sun's reflected by the coffee in your hand. My eyes are caught in your gaze all over again  We were love drunk, waiting on a miracle. Trying to find ourselves in the winter snow. So alone in love like the world had disappeared. Oh, I won't be silent and I won't let go. I will hold on tighter 'til the afterglow. And we'll burn so bright 'til the darkness softly clears  Oh, I will hold on to the afterglow. Oh, I will hold on to the afterglow  The weather outside's changing. The leaves are buried under six inches of white. The radio is playing, Iron & Wine. This is a new dimension. This is a level where we're losing track of time. I'm holding nothing against it, except you and I  We were love drunk, waiting on a miracle. Trying to find ourselves in the winter snow. So alone in love like the world had disappeared. Oh, I won't be silent and I won't let go. I will hold on tighter 'til the afterglow. And we'll burn so bright 'til the darkness softly clears  Oh, I will hold on to the afterglow. Oh, I will hold on to the afterglow. Oh, I will hold on to the afterglow","121,048,561"
81,Lost In Japan,Shawn Mendes,2018,Pop/Funk,"All it'd take is one flight. We'd be in the same time zone.  Looking through your timeline. Seeing all the rainbows, I. I got an idea. And I know that it sounds crazy. I just wanna see ya. Oh, I gotta ask  Do you got plans tonight?  I'm a couple hundred miles from Japan, and I. I was thinking I could fly to your hotel tonight. 'Cause I-I-I can't get you off my mind. Can't get you off my mind. Can't get you off my mind (Oh)  I could feel the tension. We could cut it with a knife. I know it's more than just a friendship. I can hear you thinking 'bout it, yeah. Do I gotta convince you?  That you shouldn't fall asleep?  It'll only be a couple hours. And I'm about to leave  Do you got plans tonight?  I'm a couple hundred miles from Japan, and I. I was thinking I could fly to your hotel tonight. 'Cause I-I-I can't get you off my mind. Can't get you off my mind. Can't get you off my mind  Do you got plans tonight?  I was hoping I could get lost in your paradise. The only thing I'm thinking 'bout is you and I. 'Cause I-I-I can't get you off my mind. Can't get you off my mind. I can't seem to get you off my mind  Let's get lost tonight. Let's get lost tonight. Baby, you and. I can't seem to get you off my mind. Let's get lost tonight. Let's get lost tonight. Baby, you and. I can't seem to get you off my mind  Do you got plans tonight?  I'm a couple hundred miles from Japan, and I. I was thinking I could fly to your hotel tonight. 'Cause I-I-I can't get you off my mind. I can't get you off my mind  Do you got plans tonight, baby?  I was hoping I could get lost in your paradise. The only thing I'm thinking 'bout is you and I. And I-I-I can't get you off my mind. Can't get you off my mind. I can't seem to get you off my mind, yeah  Let's get lost tonight. Let's get lost tonight  Baby, you and  I can't seem to get you off my mind. Let's get lost tonight. Let's get lost tonight. Baby, you and. I can't seem to get you off my mind","117,227,673"
66,Robbers,The 1975,2013,Pop/Rock,"She had a face straight out a magazine. God only knows but you'll never leave her. Her balaclava is starting to chafe. When she gets his gun he's begging, babe stay, stay. Stay, stay, stay. I'll give you one more time. We'll give you one more fight. Said one more line. Will I know you?  Now if you never shoot, you'll never know. And if you never eat, you'll never grow. You've got a pretty kind of dirty face. And when she's leaving your home. She's begging you to stay, stay. Stay, stay, stay. I'll give you one more time. We'll give you one more fight. Said one more line. There'll be a riot, cause I know you.  Well now that you've got your gun. It's much harder now the police have come. And I'll shoot him if it's what you ask. But if you just take off your mask. You'd find out everything's gone wrong. Now everybody's dead. And they're driving past my old school. And he's got his gun, he's got his suit on. She says, babe, you look so cool. You look so cool. You look so cool.You look so cool  You look so cool. You look so cool","93,713,251"
36,Maniac,Conan Gray,2019,Pop/indie Pop,"You were with your friends partying. When the alcohol kicked in. Said you wanted me dead. So, you show up at my home, all alone. With a shovel and a rose. Do you think I'm a joke? 'Cause. People like you always want back what they can't have. But I'm past that and you know that. So you should turn back to your rat pack, tell 'em I'm trash. Tell all of your friends that I'm crazy and drive you mad. That I'm such a stalker, a watcher, a psychopath. And tell them you hate me and dated me just for laughs. So, why do you call me and tell me you want me back?  You maniac. you maniac. (Maniac, some may say that I'm) you maniac. (Maniac, some may say that I'm) you maniac. (Maniac, some may say that I'm). You just went too far. Wrecked your car, called me crying in the dark. Now you're breaking my heart. So, I show up at your place right away. Wipe the tears off of your face. While you beg me to stay, well. People like you always want back what they can't have. But I'm past that and you know that. So you should turn back to your rat pack, tell 'em I'm trash. Tell all of your friends that I'm crazy and drive you mad. That I'm such a stalker, a watcher, a psychopath. And tell them you hate me and dated me just for laughs. So, why do you call me and tell me you want me back?  You maniac. you maniac. (Maniac, some may say that I'm) you maniac. (Maniac, some may say that I'm) you maniac. (Maniac, some may say that I'm). Psychopathic, don't be so dramatic. We had magic, but you made it tragic. Now you're manic, honestly I've had it. Listen to yourself, think you need to get some help. Tell all of your friends that I'm crazy and drive you mad. That I'm such a stalker, a watcher, a psychopath. And tell them you hate me and dated me just for laughs. So, why do you call me and tell me you want me back?  You maniac. you maniac. (Maniac, some may say that I'm) you maniac. (Maniac, some may say that I'm) you maniac. (Maniac, some may say that I'm).","92,642,271"
54,Mean It,"LANY, LAUV",2017,Pop/Alternative,"Small talk, no conversation. That look makes me impatient. I can't tell what you're thinking. Please tell me what you're thinking. Last night we were more than fine. Just tell me if you changed your mind. If you changed your mind. 'Cause I'm all, I'm all in. I'm calling, no answer. Would you text me when you feel like?  When it feels right to you?  But I'm all, I'm all in. I'm falling faster. If you're looking at me with a heart of doubt. Don't kiss me right now. Don't tell me that you need me. Don't show up at my house. All caught up in your feelings. Don't run me 'round and 'round. Don't build me up just to let me down. Just to let me down, down, down. (hey). Don't mess with my head. Don't tell me you're falling with your. Feet still on the ledge. I'm all out of breath. Baby, don't run me 'round and 'round. Don't kiss me, no, don't kiss me right now. On your lips just leave it. If you don't mean it. Oh yeah. You know you've got me in the palm of your hand. But I love those hands. Ohh yeah. But you only let me hold you when he can't. Yeah, I don't understand. 'Cause I'm all, I'm all in. I'm calling, no answer. Would you text me when you feel like?  When it feels right to you?  But I'm all, I'm all in. I'm falling faster If you're looking at me with a heart of doubt. Don't kiss me right now. Don't tell me that you need me. Don't show up at my house. All caught up in your feelings. Don't run me 'round and 'round. Don't build me up just to let me down. Just to let me down, down, down (Hey). Don't mess with my head. Don't tell me you're falling with your. Feet still on the ledge. I'm all out of breath. Baby, don't run me 'round and 'round. Don't kiss me, no, don't kiss me right now. On your lips just leave it. If you don't mean it. Hurry home, let's never leave the house. (But you don't mean it). Let's stay in bed while all our friends go out. (But you don't mean it). Why you let those words come out of your mouth?  (If you don't mean it). You've been staring at me with a heart of doubt. Don't kiss me right now. Don't tell me that you need me. Don't show up at my house. All caught up in your feelings. Don't run me 'round and 'round. Don't build me up just to let me down. Just to let me down, down, down (Hey). Don't mess with my head. Don't tell me you're falling with your. Feet still on the ledge. I'm all out of breath. Baby, don't run me 'round and 'round. Don't kiss me, no, don't kiss me right now. On your lips just leave it. If you don't mean it","86,467,742"
